cluster_id,application_id,app_number,start_time,end_time
1472621869829,application_1472621869829_0085,0085,2016-09-09 07:51:18,2016-09-09 07:51:44
1485248649253,application_1485248649253_0089,0089,2017-06-06 21:27:33,2017-06-06 21:42:09
1485248649253,application_1485248649253_0002,0002,2017-02-01 11:58:08,2017-02-02 03:30:45
1485248649253,application_1485248649253_0045,0045,2017-03-28 11:30:59,2017-03-28 11:47:43
1485248649253,application_1485248649253_0064,0064,2017-04-13 19:41:24,2017-04-13 20:49:17
1460011102909,application_1460011102909_0176,0176,2016-07-26 11:54:20,2016-07-26 12:19:25
1485248649253,application_1485248649253_0067,0067,2017-04-13 20:45:08,2017-04-13 22:07:06
1485248649253,application_1485248649253_0124,0124,2017-06-08 14:38:50,2017-06-08 15:09:51
1485248649253,application_1485248649253_0024,0024,2017-03-14 22:16:41,2017-03-14 22:51:06
1485248649253,application_1485248649253_0141,0141,2017-06-09 16:36:24,2017-06-09 17:07:24
1485248649253,application_1485248649253_0074,0074,2017-05-02 12:38:46,2017-05-02 15:17:30
1485248649253,application_1485248649253_0179,0179,2017-07-27 15:23:03,2017-07-27 15:31:35
1485248649253,application_1485248649253_0086,0086,2017-06-06 21:09:52,2017-06-06 21:18:55
1485248649253,application_1485248649253_0048,0048,2017-03-28 15:38:31,2017-03-28 16:08:38
1485248649253,application_1485248649253_0096,0096,2017-06-06 22:15:13,2017-06-06 22:34:30
1485248649253,application_1485248649253_0162,0162,2017-06-10 15:10:34,2017-06-10 15:27:59
1485248649253,application_1485248649253_0015,0015,2017-03-14 21:24:02,2017-03-14 21:33:36
1485248649253,application_1485248649253_0062,0062,2017-04-11 19:12:00,2017-04-11 23:12:31
1485248649253,application_1485248649253_0099,0099,2017-06-07 15:29:35,2017-06-07 15:50:16
1485248649253,application_1485248649253_0128,0128,2017-06-08 15:43:03,2017-06-08 16:04:40
1485248649253,application_1485248649253_0107,0107,2017-06-07 17:00:58,2017-06-07 17:20:52
1485248649253,application_1485248649253_0051,0051,2017-03-29 10:08:37,2017-03-29 10:10:19
1485248649253,application_1485248649253_0154,0154,2017-06-10 15:05:03,2017-06-10 15:15:08
1485248649253,application_1485248649253_0016,0016,2017-03-14 21:26:48,2017-03-14 21:32:46
1485248649253,application_1485248649253_0038,0038,2017-03-23 14:31:22,2017-03-23 15:14:46
1485248649253,application_1485248649253_0171,0171,2017-06-10 15:24:53,2017-06-10 15:48:46
1485248649253,application_1485248649253_0173,0173,2017-07-27 11:41:53,2017-07-27 11:59:40
1485248649253,application_1485248649253_0022,0022,2017-03-14 21:52:53,2017-03-14 22:08:33
1485248649253,application_1485248649253_0109,0109,2017-06-08 09:59:00,2017-06-08 10:12:44
1485248649253,application_1485248649253_0146,0146,2017-06-09 19:17:08,2017-06-09 20:01:54
1485248649253,application_1485248649253_0142,0142,2017-06-09 16:56:04,2017-06-09 17:46:29
1485248649253,application_1485248649253_0059,0059,2017-03-29 22:59:28,2017-03-30 00:32:02
1485248649253,application_1485248649253_0106,0106,2017-06-07 16:51:10,2017-06-07 17:09:24
1485248649253,application_1485248649253_0061,0061,2017-03-29 23:04:42,2017-03-30 00:03:07
1485248649253,application_1485248649253_0110,0110,2017-06-08 10:03:53,2017-06-08 10:29:24
1485248649253,application_1485248649253_0153,0153,2017-06-10 14:56:51,2017-06-10 15:13:49
1485248649253,application_1485248649253_0102,0102,2017-06-07 16:11:47,2017-06-07 16:30:30
1485248649253,application_1485248649253_0145,0145,2017-06-09 18:57:18,2017-06-09 19:19:05
1485248649253,application_1485248649253_0182,0182,2017-07-27 20:57:23,2017-07-27 21:15:10
1485248649253,application_1485248649253_0042,0042,2017-03-27 14:28:01,2017-03-27 15:18:26
1485248649253,application_1485248649253_0135,0135,2017-06-09 10:20:18,2017-06-09 10:41:03
1485248649253,application_1485248649253_0077,0077,2017-06-06 20:54:23,2017-06-06 21:12:14
1485248649253,application_1485248649253_0035,0035,2017-03-21 09:41:22,2017-03-21 10:30:24
1485248649253,application_1485248649253_0085,0085,2017-06-06 21:09:35,2017-06-06 21:18:32
1485248649253,application_1485248649253_0068,0068,2017-04-13 21:26:01,2017-04-13 23:59:39
1485248649253,application_1485248649253_0007,0007,2017-03-14 20:56:31,2017-03-14 21:11:24
1485248649253,application_1485248649253_0147,0147,2017-06-09 20:10:40,2017-06-09 20:39:06
1485248649253,application_1485248649253_0169,0169,2017-06-10 15:21:18,2017-06-10 15:38:52
1485248649253,application_1485248649253_0011,0011,2017-03-14 21:13:08,2017-03-14 21:22:44
1485248649253,application_1485248649253_0167,0167,2017-06-10 15:18:05,2017-06-10 15:35:11
1485248649253,application_1485248649253_0036,0036,2017-03-21 11:34:08,2017-03-21 12:22:14
1485248649253,application_1485248649253_0123,0123,2017-06-08 14:21:33,2017-06-08 14:40:35
1485248649253,application_1485248649253_0187,0187,2017-07-27 21:25:08,2017-07-27 21:45:00
1485248649253,application_1485248649253_0126,0126,2017-06-08 15:24:33,2017-06-08 15:47:00
1485248649253,application_1485248649253_0161,0161,2017-06-10 15:09:15,2017-06-10 15:26:07
1485248649253,application_1485248649253_0033,0033,2017-03-21 00:18:39,2017-03-21 00:36:52
1485248649253,application_1485248649253_0140,0140,2017-06-09 16:15:44,2017-06-09 16:35:11
1485248649253,application_1485248649253_0010,0010,2017-03-14 21:11:12,2017-03-14 21:21:44
1485248649253,application_1485248649253_0155,0155,2017-06-10 14:59:38,2017-06-10 15:17:13
1485248649253,application_1485248649253_0159,0159,2017-06-10 15:06:16,2017-06-10 15:23:15
1472621869829,application_1472621869829_0086,0086,2016-09-09 07:52:43,2016-09-09 07:53:05
1485248649253,application_1485248649253_0133,0133,2017-06-09 09:12:49,2017-06-09 09:28:15
1485248649253,application_1485248649253_0163,0163,2017-06-10 15:19:47,2017-06-10 15:29:16
1485248649253,application_1485248649253_0158,0158,2017-06-10 15:04:03,2017-06-10 15:22:13
1485248649253,application_1485248649253_0041,0041,2017-03-23 15:52:19,2017-03-23 16:27:15
1485248649253,application_1485248649253_0029,0029,2017-03-16 17:11:13,2017-03-16 17:40:38
1485248649253,application_1485248649253_0095,0095,2017-06-06 22:03:14,2017-06-06 22:22:40
1485248649253,application_1485248649253_0055,0055,2017-03-29 17:28:03,2017-03-29 18:05:33
1485248649253,application_1485248649253_0104,0104,2017-06-07 16:37:02,2017-06-07 16:54:11
1485248649253,application_1485248649253_0136,0136,2017-06-09 10:30:01,2017-06-09 11:20:50
1485248649253,application_1485248649253_0172,0172,2017-06-10 20:30:59,2017-06-10 20:45:49
1485248649253,application_1485248649253_0166,0166,2017-06-10 15:16:28,2017-06-10 15:34:02
1485248649253,application_1485248649253_0039,0039,2017-03-23 14:35:13,2017-03-23 15:23:34
1485248649253,application_1485248649253_0071,0071,2017-04-13 22:50:46,2017-04-14 00:33:51
1485248649253,application_1485248649253_0144,0144,2017-06-09 17:31:13,2017-06-09 19:08:29
1472621869829,application_1472621869829_0081,0081,2016-09-09 07:43:47,2016-09-09 07:44:12
1485248649253,application_1485248649253_0003,0003,2017-02-09 19:44:21,2017-02-09 19:56:53
1485248649253,application_1485248649253_0094,0094,2017-06-06 21:57:06,2017-06-06 22:16:21
1485248649253,application_1485248649253_0129,0129,2017-06-08 16:07:04,2017-06-08 17:00:50
1474351042505,application_1474351042505_2578,2578,2016-11-18 22:30:06,2016-11-19 00:59:04
1485248649253,application_1485248649253_0103,0103,2017-06-07 16:21:21,2017-06-07 16:38:28
1485248649253,application_1485248649253_0149,0149,2017-06-09 20:59:43,2017-06-09 22:28:08
1485248649253,application_1485248649253_0032,0032,2017-03-21 00:18:54,2017-03-21 00:35:42
1485248649253,application_1485248649253_0091,0091,2017-06-06 21:38:58,2017-06-06 21:58:01
1485248649253,application_1485248649253_0184,0184,2017-07-27 21:02:56,2017-07-27 21:22:53
1485248649253,application_1485248649253_0164,0164,2017-06-10 15:13:20,2017-06-10 15:28:43
1485248649253,application_1485248649253_0165,0165,2017-06-10 15:14:56,2017-06-10 15:32:03
1485248649253,application_1485248649253_0181,0181,2017-07-27 20:25:59,2017-07-27 20:35:52
1485248649253,application_1485248649253_0183,0183,2017-07-27 21:07:53,2017-07-27 21:18:22
1485248649253,application_1485248649253_0148,0148,2017-06-09 20:24:06,2017-06-09 21:05:46
1485248649253,application_1485248649253_0017,0017,2017-03-14 21:22:44,2017-03-14 21:38:38
1485248649253,application_1485248649253_0139,0139,2017-06-09 15:30:53,2017-06-09 16:09:08
